SO Name,Wiley Online Library Full Collection 2012_2014 NESLI2,,,,,,,,,,,,,,,,,,,
SO Identifier,wiley_Full Collection_2012_2014_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,Wiley,,,,,,,,,,,,,,,,,,,
Package Identifier,Full Collection,,,,,,,,,,,,,,,,,,,
Package Name,Full Collection,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2014,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
REVIEWS IN RELIGION & THEOLOGY,1350-7303,1467-9418,1997,4,,,,,,,,,,10.1111/(ISSN)1467-9418,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9418,Wiley Online Library,administrative,
REVISTA INTERNACIONAL DE SEGURIDAD SOCIAL,0250-605X,1752-1734,2007,60,,,,,,,,,,10.1111/(ISSN)1752-1734,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1734,Wiley Online Library,administrative,
REVISTA INTERNACIONAL DEL TRABAJO,0378-5548,1564-9148,1999,118,,,,,,,,,,10.1111/(ISSN)1564-9148,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9148,Wiley Online Library,administrative,
REVUE INTERNATIONALE DE SECURITE SOCIALE,0379-0312,1752-1718,2007,60,,,,,,,,,,10.1111/(ISSN)1752-1718,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1718,Wiley Online Library,administrative,
REVUE INTERNATIONALE DU TRAVAIL,0378-5599,1564-9121,1999,138,,,,,,,,,,10.1111/(ISSN)1564-9121,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1564-9121,Wiley Online Library,administrative,
RISK ANALYSIS,0272-4332,1539-6924,1997,17,,,,,,,,,,10.1111/(ISSN)1539-6924,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6924,Wiley Online Library,administrative,
RISK MANAGEMENT AND INSURANCE REVIEW,1098-1616,1540-6296,1997,1,,,,,,,,,,10.1111/(ISSN)1540-6296,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6296,Wiley Online Library,administrative,
RIVER RESEARCH AND APPLICATIONS,1535-1459,1535-1467,1997,,,,,,,,,,,10.1002/(ISSN)1535-1467,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1535-1467,Wiley Online Library,administrative,
RURAL SOCIOLOGY,0036-0112,1549-0831,1997,62,,,,,,,,,,10.1111/(ISSN)1549-0831,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1549-0831,Wiley Online Library,administrative,
SCANDINAVIAN JOURNAL OF CARING SCIENCES,0283-9318,1471-6712,2001,15,,,,,,,,,,10.1111/(ISSN)1471-6712,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-6712,Wiley Online Library,administrative,
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,0300-9475,1365-3083,1997,47,,,,,,,,free back issues after 1 year back to Jan 1st 1997,,10.1111/(ISSN)1365-3083,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3083,Wiley Online Library,administrative,
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188,1600-0838,1997,7,,,,,,,,,,10.1111/(ISSN)1600-0838,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0838,Wiley Online Library,administrative,
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,0036-5564,1467-9450,1997,38,,,,,,,,,,10.1111/(ISSN)1467-9450,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9450,Wiley Online Library,administrative,
SCANDINAVIAN JOURNAL OF STATISTICS,0303-6898,1467-9469,1997,24,,,,,,,,,,10.1111/(ISSN)1467-9469,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9469,Wiley Online Library,administrative,
SCANDINAVIAN POLITICAL STUDIES,0080-6757,1467-9477,1997,20,,,,,,,,,,10.1111/(ISSN)1467-9477,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9477,Wiley Online Library,administrative,
SCANNING - THE JOURNAL OF SCANNING MICROSCOPIES,0161-0457,1932-8745,1997,,,,,,,,,,,10.1002/(ISSN)1932-8745,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8745,Wiley Online Library,administrative,
SCHOOL SCIENCE AND MATHEMATICS,0036-6803,1949-8594,1997,97,,,,,,,,,,10.1111/(ISSN)1949-8594,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-8594,Wiley Online Library,administrative,
SCIENCE EDUCATION,0036-8326,1098-237X,1997,,,,,,,,,,,10.1002/(ISSN)1098-237X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-237X,Wiley Online Library,administrative,
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292,1467-9485,1997,44,,,,,,,,,,10.1111/(ISSN)1467-9485,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9485,Wiley Online Library,administrative,
SEDIMENTOLOGY,0037-0746,1365-3091,1997,44,,,,,,,,,,10.1111/(ISSN)1365-3091,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3091,Wiley Online Library,administrative,
SEMINARS IN DIALYSIS,0894-0959,1525-139X,1997,10,,,,,,,,,,10.1111/(ISSN)1525-139X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-139X,Wiley Online Library,administrative,
SIGNIFICANCE,1740-9705,1740-9713,2004,1,,,,,,,,,,10.1111/(ISSN)1740-9713,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1740-9713,Wiley Online Library,administrative,
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,0129-7619,1467-9493,1997,17,,,,,,,,,,10.1111/(ISSN)1467-9493,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9493,Wiley Online Library,administrative,
SKIN RESEARCH AND TECHNOLOGY,0909-752X,1600-0846,1997,3,,,,,,,,,,10.1111/(ISSN)1600-0846,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0846,Wiley Online Library,administrative,
SLEEP AND BIOLOGICAL RHYTHMS,1446-9235,1479-8425,2003,1,,,,,,,,,,10.1111/(ISSN)1479-8425,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-8425,Wiley Online Library,administrative,
SOCIAL ANTHROPOLOGY,0964-0282,1469-8676,1997,5,,,,,,,,,,10.1111/(ISSN)1469-8676,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8676,Wiley Online Library,administrative,
SOCIAL DEVELOPMENT,0961-205X,1467-9507,1997,6,,,,,,,,,,10.1111/(ISSN)1467-9507,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9507,Wiley Online Library,administrative,
SOCIAL ISSUES AND POLICY REVIEW,1751-2395,1751-2409,2007,1,,,,,,,,,,10.1111/(ISSN)1751-2409,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2409,Wiley Online Library,administrative,
SOCIAL POLICY & ADMINISTRATION,0144-5596,1467-9515,1997,31,,,,,,,,,,10.1111/(ISSN)1467-9515,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515,Wiley Online Library,administrative,
SOCIAL SCIENCE QUARTERLY,0038-4941,1540-6237,2001,82,,,,,,,,,,10.1111/(ISSN)1540-6237,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237,Wiley Online Library,administrative,
SOCIOLOGIA RURALIS,0038-0199,1467-9523,1997,37,,,,,,,,,,10.1111/(ISSN)1467-9523,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523,Wiley Online Library,administrative,
SOCIOLOGICAL FORUM,0884-8971,1573-7861,2007,22,,,,,,,,,,10.1111/(ISSN)1573-7861,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1573-7861,Wiley Online Library,administrative,
SOCIOLOGICAL INQUIRY,0038-0245,1475-682X,1997,67,,,,,,,,,,10.1111/(ISSN)1475-682X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X,Wiley Online Library,administrative,
SOCIOLOGY OF HEALTH & ILLNESS,0141-9889,1467-9566,1997,19,,,,,,,,free back issues after 4 years back to 1979,,10.1111/(ISSN)1467-9566,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566,Wiley Online Library,administrative,
"SOFTWARE TESTING, VERIFICATION & RELIABILITY",0960-0833,1099-1689,1997,,,,,,,,,,,10.1002/(ISSN)1099-1689,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1689,Wiley Online Library,administrative,
SOFTWARE:PRACTICE AND EXPERIENCE,0038-0644,1097-024X,1997,,,,,,,,,,,10.1002/(ISSN)1097-024X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-024X,Wiley Online Library,administrative,
SOIL USE AND MANAGEMENT,0266-0032,1475-2743,1997,13,,,,,,,,,,10.1111/(ISSN)1475-2743,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-2743,Wiley Online Library,administrative,
SPECIAL CARE IN DENTISTRY,0275-1879,1754-4505,1997,17,,,,,,,,,,10.1111/(ISSN)1754-4505,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505,Wiley Online Library,administrative,
STAHLBAU,0038-9145,1437-1049,2004,73,,,,,,,,,,10.1002/(ISSN)1437-1049,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1049,Wiley Online Library,administrative,
STARCH / STAERKE,0038-9056,1521-379X,1998,50,,,,,,,,,,10.1002/(ISSN)1521-379X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-379X,Wiley Online Library,administrative,
STATISTICA NEERLANDICA,0039-0402,1467-9574,1997,51,,,,,,,,,,10.1111/(ISSN)1467-9574,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574,Wiley Online Library,administrative,
STATISTICS IN MEDICINE,0277-6715,1097-0258,1997,,,,,,,,,,,10.1002/(ISSN)1097-0258,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0258,Wiley Online Library,administrative,
STEEL CONSTRUCTION - DESIGN AND RESEARCH,1867-0520,1867-0539,2008,1,,,,,,,,,,10.1002/(ISSN)1867-0539,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1867-0539,Wiley Online Library,administrative,
STEINBECK REVIEW,1546-007X,1754-6087,2004,1,,,,,,,,,,10.1111/(ISSN)1754-6087,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-6087,Wiley Online Library,administrative,
STRAIN,0039-2103,1475-1305,1997,33,,,,,,,,,,10.1111/(ISSN)1475-1305,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-1305,Wiley Online Library,administrative,
STRATEGIC CHANGE: BRIEFINGS IN ENTREPRENEURIAL FINANCE,1086-1718,1099-1697,1997,,,,,,,,,,,10.1002/(ISSN)1099-1697,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1697,Wiley Online Library,administrative,
STRATEGIC MANAGEMENT JOURNAL,0143-2095,1097-0266,1997,,,,,,,,,,,10.1002/(ISSN)1097-0266,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0266,Wiley Online Library,administrative,
STRESS AND HEALTH,1532-3005,1532-2998,1997,,,,,,,,,,,10.1002/(ISSN)1532-2998,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2998,Wiley Online Library,administrative,
STRUCTURAL CONCRETE,1464-4177,1751-7648,1997,11,,,,,,,,,,10.1002/(ISSN)1751-7648,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1751-7648,Wiley Online Library,administrative,
STRUCTURAL CONTROL AND HEALTH MONITORING (ELECTRONIC),1545-2255,1545-2263,2002,9,,,,,,,,,,10.1002/(ISSN)1545-2263,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-2263,Wiley Online Library,administrative,
STUDENT AFFAIRS TODAY,1098-5166,1943-7552,2008,10,,,,,,,,,,10.1002/(ISSN)1943-7552,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7552,Wiley Online Library,administrative,
STUDIA LINGUISTICA,0039-3193,1467-9582,1997,51,,,,,,,,,,10.1111/(ISSN)1467-9582,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9582,Wiley Online Library,administrative,
STUDIES IN APPLIED MATHEMATICS,0022-2526,1467-9590,1997,91,,,,,,,,,,10.1111/(ISSN)1467-9590,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590,Wiley Online Library,administrative,
STUDIES IN ETHNICITY AND NATIONALISM,1473-8481,1754-9469,2001,1,,,,,,,,,,10.1111/(ISSN)1754-9469,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9469,Wiley Online Library,administrative,
STUDIES IN FAMILY PLANNING,0039-3665,1728-4465,1999,30,,,,,,,,,,10.1111/(ISSN)1728-4465,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4465,Wiley Online Library,administrative,
SUICIDE AND LIFE-THREATENING BEHAVIOR,0363-0234,1943-278X,1997,27,,,,,,,,,,10.1111/(ISSN)1943-278X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278X,Wiley Online Library,administrative,
SUPPORT FOR LEARNING,0268-2141,1467-9604,1997,12,,,,,,,,,,10.1111/(ISSN)1467-9604,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9604,Wiley Online Library,administrative,
SURFACE AND INTERFACE ANALYSIS,0142-2421,1096-9918,1997,,,,,,,,,,,10.1002/(ISSN)1096-9918,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918,Wiley Online Library,administrative,
SURGICAL PRACTICE,1744-1625,1744-1633,2005,9,,,,,,,,,,10.1111/(ISSN)1744-1633,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1633,Wiley Online Library,administrative,
SUSTAINABLE DEVELOPMENT,0968-0802,1099-1719,1997,,,,,,,,,,,10.1002/(ISSN)1099-1719,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719,Wiley Online Library,administrative,
SWISS POLITICAL SCIENCE REVIEW,1424-7755,1662-6370,1997,3,,,,,,,,free back issues after 3 years back to 1995,,10.1002/(ISSN)1662-6370,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1662-6370,Wiley Online Library,administrative,
SYNAPSE,0887-4476,1098-2396,1997,,,,,,,,,,,10.1002/(ISSN)1098-2396,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396,Wiley Online Library,administrative,
SYNTAX,1368-0005,1467-9612,1998,1,,,,,,,,,,10.1111/(ISSN)1467-9612,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9612,Wiley Online Library,administrative,
SYSTEM DYNAMICS REVIEW (THE JOURNAL OF THE SYSTEM  DYNAMICS SOCIETY),0883-7066,1099-1727,1997,,,,,,,,,,,10.1002/(ISSN)1099-1727,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1727,Wiley Online Library,administrative,
SYSTEMATIC ENTOMOLOGY,0307-6970,1365-3113,1997,22,,,,,,,,,,10.1111/(ISSN)1365-3113,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3113,Wiley Online Library,administrative,
SYSTEMS ENGINEERING,1098-1241,1520-6858,1998,1,,,,,,,,,,10.1002/(ISSN)1520-6858,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858,Wiley Online Library,administrative,
SYSTEMS RESEARCH & BEHAVIORAL SCIENCE,1092-7026,1099-1743,1997,,,,,,,,,,,10.1002/(ISSN)1099-1743,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743,Wiley Online Library,administrative,
TEACHING STATISTICS,0141-982X,1467-9639,1997,19,,,,,,,,,,10.1111/(ISSN)1467-9639,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9639,Wiley Online Library,administrative,
TEACHING THEOLOGY & RELIGION,1368-4868,1467-9647,1998,1,,,,,,,,,,10.1111/(ISSN)1467-9647,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9647,Wiley Online Library,administrative,
TERRA NOVA,0954-4879,1365-3121,1997,9,,,,,,,,,,10.1111/(ISSN)1365-3121,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3121,Wiley Online Library,administrative,
THE AMERICAN JOURNAL ON ADDICTIONS,1055-0496,1521-0391,1997,6,,,,,,,,,,10.1111/(ISSN)1521-0391,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1521-0391,Wiley Online Library,administrative,
THE ANATOMICAL RECORD : ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1932-8486,1932-8494,1997,,,,,,,,,free back issues after 1 year back to 1996,,10.1002/(ISSN)1932-8494,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8494,Wiley Online Library,administrative,
THE AUSTRALIAN ECONOMIC REVIEW,0004-9018,1467-8462,1997,30,,,,,,,,,,10.1111/(ISSN)1467-8462,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8462,Wiley Online Library,administrative,
THE AUSTRALIAN JOURNAL OF ANTHROPOLOGY,1035-8811,1757-6547,1997,8,,,,,,,,,,10.1111/(ISSN)1757-6547,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-6547,Wiley Online Library,administrative,
THE BREAST JOURNAL,1075-122X,1524-4741,1997,3,,,,,,,,,,10.1111/(ISSN)1524-4741,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1524-4741,Wiley Online Library,administrative,
THE BRITISH JOURNAL OF SOCIOLOGY,0007-1315,1468-4446,1999,50,,,,,,,,,,10.1111/(ISSN)1468-4446,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-4446,Wiley Online Library,administrative,
THE BROWN UNIVERSITY CHILD AND ADOLESCENT  BEHAVIOR LETTER,1058-1073,1556-7575,2005,21,,,,,,,,,,10.1002/(ISSN)1556-7575,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7575,Wiley Online Library,administrative,
THE BROWN UNIVERSITY CHILD AND ADOLESCENT  PSYCHOPHARMACOLOGY UPDATE,1527-8395,1556-7567,2005,7,,,,,,,,,,10.1002/(ISSN)1556-7567,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7567,Wiley Online Library,administrative,
THE BROWN UNIVERSITY PSYCHOPHARMACOLOGY UPDATE,1068-5308,1556-7532,2005,16,,,,,,,,,,10.1002/(ISSN)1556-7532,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-7532,Wiley Online Library,administrative,
THE CANADIAN GEOGRAPHER/LE GEOGRAPHE CANADIEN,0008-3658,1541-0064,1997,41,,,,,,,,,,10.1111/(ISSN)1541-0064,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-0064,Wiley Online Library,administrative,
THE CANADIAN JOURNAL OF CHEMICAL ENGINEERING,0008-4034,1939-019X,2002,80,,,,,,,,,,10.1002/(ISSN)1939-019X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-019X,Wiley Online Library,administrative,
THE CANADIAN JOURNAL OF STATISTICS,0319-5724,1708-945X,1997,24,,,,,,,,,,10.1002/(ISSN)1708-945X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1708-945X,Wiley Online Library,administrative,
THE CAREER DEVELOPMENT QUARTERLY,0889-4019,2161-0045,1997,58,,,,,,,,,,10.1002/(ISSN)2161-0045,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-0045,Wiley Online Library,administrative,
THE CLINICAL RESPIRATORY JOURNAL,1752-6981,1752-699X,2007,1,,,,,,,,,,10.1111/(ISSN)1752-699X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-699X,Wiley Online Library,administrative,
THE CLINICAL TEACHER,1743-4971,1743-498X,2004,1,,,,,,,,,,10.1111/(ISSN)1743-498X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-498X,Wiley Online Library,administrative,
THE DEVELOPING ECONOMIES,0012-1533,1746-1049,1997,35,,,,,,,,,,10.1111/(ISSN)1746-1049,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1049,Wiley Online Library,administrative,
THE ECONOMETRICS JOURNAL,1368-4221,1368-423X,1998,1,,,,,,,,,,10.1111/(ISSN)1368-423X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1368-423X,Wiley Online Library,administrative,
THE ECONOMIC JOURNAL,0013-0133,1468-0297,1997,107,,,,,,,,,,10.1111/(ISSN)1468-0297,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0297,Wiley Online Library,administrative,
THE ECONOMIC RECORD,0013-0249,1475-4932,1997,73,,,,,,,,,,10.1111/(ISSN)1475-4932,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4932,Wiley Online Library,administrative,
THE ECONOMICS OF TRANSITION,0967-0750,1468-0351,1997,5,,,,,,,,,,10.1111/(ISSN)1468-0351,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0351,Wiley Online Library,administrative,
THE ECUMENICAL REVIEW,0013-0796,1758-6623,1997,49,,,,,,,,,,10.1111/(ISSN)1758-6623,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-6623,Wiley Online Library,administrative,
THE F. SCOTT FITZGERALD REVIEW,1543-3951,1755-6333,2002,1,,,,,,,,,,10.1111/(ISSN)1755-6333,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6333,Wiley Online Library,administrative,
THE GEOGRAPHICAL JOURNAL,0016-7398,1475-4959,2000,166,,,,,,,,,,10.1111/(ISSN)1475-4959,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4959,Wiley Online Library,administrative,
THE GERMAN QUARTERLY,0016-8831,1756-1183,2005,78,,,,,,,,,,10.1111/(ISSN)1756-1183,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1756-1183,Wiley Online Library,administrative,
THE HEYTHROP JOURNAL,0018-1196,1468-2265,1997,38,,,,,,,,,,10.1111/(ISSN)1468-2265,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2265,Wiley Online Library,administrative,
THE HISTORIAN,0018-2370,1540-6563,1997,59,,,,,,,,,,10.1111/(ISSN)1540-6563,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6563,Wiley Online Library,administrative,
THE HOWARD JOURNAL OF CRIMINAL JUSTICE,0265-5527,1468-2311,1997,36,,,,,,,,,,10.1111/(ISSN)1468-2311,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2311,Wiley Online Library,administrative,
THE INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS  AND COMPUTER ASSISTED SURGERY,1478-5951,1478-596X,2004,1,,,,,,,,,,10.1002/(ISSN)1478-596X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1478-596X,Wiley Online Library,administrative,
THE INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,0020-7578,1745-8315,2001,82,,,,,,,,,,10.1111/(ISSN)1745-8315,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-8315,Wiley Online Library,administrative,
THE JAPANESE ECONOMIC REVIEW,1352-4739,1468-5876,1997,48,,,,,,,,,,10.1111/(ISSN)1468-5876,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-5876,Wiley Online Library,administrative,
